Probability of Winning
,David's Dazzling Bracket,Don's Dribbling Problem,Dunk's SpaceX Bracket,Ellie's Exciting Bracket,One Ball Two Holes,Gregory's Groovy Bracket,JB's Majestic Bracket,My Swag Bracket,Terry's Great Trump Bracket,Jake's Trueskill + MCTS,Amit's Awesome Bracket,My Optimal Bracket,Raj arshi's Swag Bracket,Matt's Bracket,
e8a.truth ,    0.0000,   26.2000,    0.0000,    0.0000,    0.0000,    2.3700,    0.0000,    0.0000,    0.0000,    0.0000,   71.4300,    0.0000,    0.0000,    0.0000,
Round 4 Game 3A: North Carolina defeats Notre Dame,    0.0000,   20.4000,    0.0000,    0.0000,    0.0000,    3.0900,    0.0000,    0.0000,    0.0000,    0.0000,   76.5100,    0.0000,    0.0000,    0.0000,
Round 4 Game 3B: Notre Dame defeats North Carolina,    0.0000,   53.4900,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   46.5100,    0.0000,    0.0000,    0.0000,
Round 4 Game 4A: Virginia defeats Syracuse,    0.0000,   24.5800,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   75.4200,    0.0000,    0.0000,    0.0000,
Round 4 Game 4B: Syracuse defeats Virginia,    0.0000,   38.7900,    0.0000,    0.0000,    0.0000,   16.1400,    0.0000,    0.0000,    0.0000,    0.0000,   45.0700,    0.0000,    0.0000,    0.0000,

Probability of Losing
,David's Dazzling Bracket,Don's Dribbling Problem,Dunk's SpaceX Bracket,Ellie's Exciting Bracket,One Ball Two Holes,Gregory's Groovy Bracket,JB's Majestic Bracket,My Swag Bracket,Terry's Great Trump Bracket,Jake's Trueskill + MCTS,Amit's Awesome Bracket,My Optimal Bracket,Raj arshi's Swag Bracket,Matt's Bracket,
e8a.truth ,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   83.2800,    0.0000,   16.7200,    0.0000,    0.0000,
Round 4 Game 3A: North Carolina defeats Notre Dame,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  100.0000,    0.0000,    0.0000,    0.0000,    0.0000,
Round 4 Game 3B: Notre Dame defeats North Carolina,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  100.0000,    0.0000,    0.0000,
Round 4 Game 4A: Virginia defeats Syracuse,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   83.0600,    0.0000,   16.9400,    0.0000,    0.0000,
Round 4 Game 4B: Syracuse defeats Virginia,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   83.0700,    0.0000,   16.9300,    0.0000,    0.0000,

Best Finish
,David's Dazzling Bracket,Don's Dribbling Problem,Dunk's SpaceX Bracket,Ellie's Exciting Bracket,One Ball Two Holes,Gregory's Groovy Bracket,JB's Majestic Bracket,My Swag Bracket,Terry's Great Trump Bracket,Jake's Trueskill + MCTS,Amit's Awesome Bracket,My Optimal Bracket,Raj arshi's Swag Bracket,Matt's Bracket,
e8a.truth ,     4,     1,     6,     9,     6,     1,     2,     4,     2,    13,     1,    13,     4,     7,
Round 4 Game 3A: North Carolina defeats Notre Dame,     4,     1,     6,     9,     7,     1,     2,     4,     2,    14,     1,    13,     4,     7,
Round 4 Game 3B: Notre Dame defeats North Carolina,     4,     1,     8,     9,     6,     2,     2,    11,     5,    13,     1,    14,     4,    12,
Round 4 Game 4A: Virginia defeats Syracuse,     4,     1,     6,     9,     6,     2,     2,     4,     2,    13,     1,    13,     4,     7,
Round 4 Game 4B: Syracuse defeats Virginia,     4,     1,     6,     9,     6,     1,     2,     4,     2,    13,     1,    13,     4,     7,

Worst Finish
,David's Dazzling Bracket,Don's Dribbling Problem,Dunk's SpaceX Bracket,Ellie's Exciting Bracket,One Ball Two Holes,Gregory's Groovy Bracket,JB's Majestic Bracket,My Swag Bracket,Terry's Great Trump Bracket,Jake's Trueskill + MCTS,Amit's Awesome Bracket,My Optimal Bracket,Raj arshi's Swag Bracket,Matt's Bracket,
e8a.truth ,     8,     5,    10,    12,    11,     4,    12,    11,     7,    14,     4,    14,    10,    12,
Round 4 Game 3A: North Carolina defeats Notre Dame,     8,     5,    10,    12,    11,     4,    12,    11,     7,    14,     4,    13,    10,    12,
Round 4 Game 3B: Notre Dame defeats North Carolina,     6,     2,     9,    10,     8,     4,    10,    11,     7,    13,     4,    14,     7,    12,
Round 4 Game 4A: Virginia defeats Syracuse,     8,     5,    10,    12,    11,     4,    12,    11,     7,    14,     3,    14,    10,    12,
Round 4 Game 4B: Syracuse defeats Virginia,     8,     5,    10,    12,    11,     4,    12,    11,     7,    14,     4,    14,    10,    12,

Min Score
,David's Dazzling Bracket,Don's Dribbling Problem,Dunk's SpaceX Bracket,Ellie's Exciting Bracket,One Ball Two Holes,Gregory's Groovy Bracket,JB's Majestic Bracket,My Swag Bracket,Terry's Great Trump Bracket,Jake's Trueskill + MCTS,Amit's Awesome Bracket,My Optimal Bracket,Raj arshi's Swag Bracket,Matt's Bracket,
e8a.truth ,    90,   116,    80,    78,    87,   114,    76,    75,    88,    66,   112,    63,    87,    73,
Round 4 Game 3A: North Carolina defeats Notre Dame,    98,   124,    88,    86,    87,   122,    76,    83,    96,    66,   120,    71,    87,    81,
Round 4 Game 3B: Notre Dame defeats North Carolina,    90,   116,    80,    78,    87,   114,    76,    75,    88,    66,   112,    63,    87,    73,
Round 4 Game 4A: Virginia defeats Syracuse,    90,   116,    80,    78,    87,   114,    76,    75,    88,    66,   120,    63,    87,    73,
Round 4 Game 4B: Syracuse defeats Virginia,    90,   116,    80,    78,    87,   114,    76,    75,    88,    66,   112,    63,    87,    73,

Max Score
,David's Dazzling Bracket,Don's Dribbling Problem,Dunk's SpaceX Bracket,Ellie's Exciting Bracket,One Ball Two Holes,Gregory's Groovy Bracket,JB's Majestic Bracket,My Swag Bracket,Terry's Great Trump Bracket,Jake's Trueskill + MCTS,Amit's Awesome Bracket,My Optimal Bracket,Raj arshi's Swag Bracket,Matt's Bracket,
e8a.truth ,    98,   140,    88,    86,    87,   138,   127,   131,   144,    66,   176,    71,   103,    97,
Round 4 Game 3A: North Carolina defeats Notre Dame,    98,   140,    88,    86,    87,   138,   127,   131,   144,    66,   176,    71,   103,    97,
Round 4 Game 3B: Notre Dame defeats North Carolina,    90,   132,    80,    78,    87,   114,   127,    75,    88,    66,   120,    63,   103,    73,
Round 4 Game 4A: Virginia defeats Syracuse,    98,   140,    88,    86,    87,   138,   127,   131,   144,    66,   176,    71,   103,    97,
Round 4 Game 4B: Syracuse defeats Virginia,    98,   140,    88,    86,    87,   138,   127,   131,   144,    66,   168,    71,   103,    97,
