Probability of Winning
,ellie.picks,evan.picks,greg.picks,jasmine.picks,johnny.picks,johnson.picks,julie.picks,miles.picks,mitzi.picks,pia.picks,zeke.picks,
e8a.truth ,   17.4500,    0.0000,    5.4800,    0.0000,   76.3900,    0.6800,    0.0000,    0.0000,    0.0000,    0.0000,    0.6800,
Round 4 Game 3A: North Carolina defeats Notre Dame,   20.7800,    0.0000,    6.3300,    0.0000,   72.1000,    0.7900,    0.0000,    0.0000,    0.0000,    0.0000,    0.7900,
Round 4 Game 3B: Notre Dame defeats North Carolina,    0.0000,    0.0000,    0.0000,    0.0000,  100.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
Round 4 Game 4A: Virginia defeats Syracuse,   20.9000,    0.0000,    0.0000,    0.0000,   79.1000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,
Round 4 Game 4B: Syracuse defeats Virginia,    0.0000,    0.0000,   32.4800,    0.0000,   63.1700,    4.3500,    0.0000,    0.0000,    0.0000,    0.0000,    4.3500,

Probability of Losing
,ellie.picks,evan.picks,greg.picks,jasmine.picks,johnny.picks,johnson.picks,julie.picks,miles.picks,mitzi.picks,pia.picks,zeke.picks,
e8a.truth ,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   16.8700,   83.1300,    0.0000,    0.0000,
Round 4 Game 3A: North Carolina defeats Notre Dame,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   16.1300,   83.8700,    0.0000,    0.0000,
Round 4 Game 3B: Notre Dame defeats North Carolina,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   16.5200,   83.4800,    0.0000,    0.0000,
Round 4 Game 4A: Virginia defeats Syracuse,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  100.0000,    0.0000,    0.0000,
Round 4 Game 4B: Syracuse defeats Virginia,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  100.0000,    0.0000,    0.0000,    0.0000,

Best Finish
,ellie.picks,evan.picks,greg.picks,jasmine.picks,johnny.picks,johnson.picks,julie.picks,miles.picks,mitzi.picks,pia.picks,zeke.picks,
e8a.truth ,     1,     8,     1,     7,     1,     1,     6,    10,    10,     9,     1,
Round 4 Game 3A: North Carolina defeats Notre Dame,     1,     8,     1,     7,     1,     1,     6,    10,    10,     9,     1,
Round 4 Game 3B: Notre Dame defeats North Carolina,     2,     8,     4,     7,     1,     2,     6,    10,    10,     9,     2,
Round 4 Game 4A: Virginia defeats Syracuse,     1,     8,     2,     7,     1,     3,     6,    10,    11,     9,     3,
Round 4 Game 4B: Syracuse defeats Virginia,     2,     8,     1,     7,     1,     1,     6,    11,    10,     9,     1,

Worst Finish
,ellie.picks,evan.picks,greg.picks,jasmine.picks,johnny.picks,johnson.picks,julie.picks,miles.picks,mitzi.picks,pia.picks,zeke.picks,
e8a.truth ,     5,     8,     5,     7,     5,     5,     6,    11,    11,     9,     5,
Round 4 Game 3A: North Carolina defeats Notre Dame,     5,     8,     5,     7,     5,     5,     6,    11,    11,     9,     5,
Round 4 Game 3B: Notre Dame defeats North Carolina,     5,     8,     5,     7,     1,     4,     6,    11,    11,     9,     4,
Round 4 Game 4A: Virginia defeats Syracuse,     2,     8,     5,     7,     3,     5,     6,    10,    11,     9,     5,
Round 4 Game 4B: Syracuse defeats Virginia,     5,     8,     4,     7,     5,     5,     6,    11,    10,     9,     5,

Min Score
,ellie.picks,evan.picks,greg.picks,jasmine.picks,johnny.picks,johnson.picks,julie.picks,miles.picks,mitzi.picks,pia.picks,zeke.picks,
e8a.truth ,    68,    55,    71,    63,    80,    74,    66,    43,    47,    53,    74,
Round 4 Game 3A: North Carolina defeats Notre Dame,    76,    63,    79,    71,    80,    82,    74,    43,    47,    61,    82,
Round 4 Game 3B: Notre Dame defeats North Carolina,    68,    55,    71,    63,    80,    74,    66,    43,    47,    53,    74,
Round 4 Game 4A: Virginia defeats Syracuse,    76,    55,    71,    63,    88,    74,    66,    51,    47,    53,    74,
Round 4 Game 4B: Syracuse defeats Virginia,    68,    55,    71,    63,    80,    74,    66,    43,    47,    53,    74,

Max Score
,ellie.picks,evan.picks,greg.picks,jasmine.picks,johnny.picks,johnson.picks,julie.picks,miles.picks,mitzi.picks,pia.picks,zeke.picks,
e8a.truth ,   100,    63,    95,    71,   152,    82,    74,    51,    47,    61,    82,
Round 4 Game 3A: North Carolina defeats Notre Dame,   100,    63,    95,    71,   152,    82,    74,    51,    47,    61,    82,
Round 4 Game 3B: Notre Dame defeats North Carolina,    76,    55,    71,    63,   152,    74,    66,    51,    47,    53,    74,
Round 4 Game 4A: Virginia defeats Syracuse,   100,    63,    95,    71,   152,    82,    74,    51,    47,    61,    82,
Round 4 Game 4B: Syracuse defeats Virginia,    92,    63,    95,    71,    96,    82,    74,    43,    47,    61,    82,
