Probability of Winning
,David's Dazzling Bracket,Don's Dribbling Problem,Dunk's SpaceX Bracket,Ellie's Exciting Bracket,One Ball Two Holes,Gregory's Groovy Bracket,JB's Majestic Bracket,My Swag Bracket,Terry's Great Trump Bracket,Jake's Trueskill + MCTS,Amit's Awesome Bracket,My Optimal Bracket,Raj arshi's Swag Bracket,Matt's Bracket,
initial   ,    1.8900,    7.3200,    0.3500,    0.0000,    0.8900,   35.0200,    1.7800,    1.6300,    0.0000,    0.0000,   49.7100,    0.0000,    3.4200,    0.0000,
Round 3 Game 1: Villanova defeats Miami (FL),    2.7900,    7.5100,    0.3000,    0.0000,    0.9700,   34.3900,    1.6500,    0.6400,    0.0000,    0.0000,   49.5100,    0.0000,    2.4600,    0.0000,
Round 3 Game 2: Oklahoma defeats Texas A&M,    0.0000,   11.3000,    0.4400,    0.0000,    0.0000,   32.8200,    2.8400,    0.0000,    0.0000,    0.0000,   49.5000,    0.0000,    3.4100,    0.0000,
Round 3 Game 3: Kansas defeats Maryland,    0.0000,   11.7700,    0.4900,    0.0000,    0.0000,   39.2500,    2.6600,    0.0000,    0.0000,    0.0000,   46.1400,    0.0000,    0.0000,    0.0000,
Round 3 Game 4: Oregon defeats Duke,    0.0000,   15.7800,    0.9300,    0.0000,    0.0000,   28.6000,    0.0000,    0.0000,    0.0000,    0.0000,   55.3200,    0.0000,    0.0000,    0.0000,

Probability of Losing
,David's Dazzling Bracket,Don's Dribbling Problem,Dunk's SpaceX Bracket,Ellie's Exciting Bracket,One Ball Two Holes,Gregory's Groovy Bracket,JB's Majestic Bracket,My Swag Bracket,Terry's Great Trump Bracket,Jake's Trueskill + MCTS,Amit's Awesome Bracket,My Optimal Bracket,Raj arshi's Swag Bracket,Matt's Bracket,
initial   ,    0.0000,    0.0000,    1.2800,    0.7300,    0.0000,    0.0000,   17.0000,    0.0000,    0.0000,   32.0500,    0.0000,   52.6700,    0.0000,    0.0000,
Round 3 Game 1: Villanova defeats Miami (FL),    0.0000,    0.0000,    0.0000,    0.3400,    0.0000,    0.0000,   14.9300,    0.0000,    0.0000,   30.7900,    0.0000,   57.8200,    0.0000,    0.0000,
Round 3 Game 2: Oklahoma defeats Texas A&M,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    7.3800,    0.0000,    0.0000,   29.2100,    0.0000,   63.4100,    0.0000,    0.0000,
Round 3 Game 3: Kansas defeats Maryland,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    5.1500,    0.0000,    0.0000,   18.9100,    0.0000,   75.9400,    0.0000,    0.0000,
Round 3 Game 4: Oregon defeats Duke,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   10.1100,    0.0000,    0.0000,   13.6700,    0.0000,   76.2200,    0.0000,    0.0000,

Best Finish
,David's Dazzling Bracket,Don's Dribbling Problem,Dunk's SpaceX Bracket,Ellie's Exciting Bracket,One Ball Two Holes,Gregory's Groovy Bracket,JB's Majestic Bracket,My Swag Bracket,Terry's Great Trump Bracket,Jake's Trueskill + MCTS,Amit's Awesome Bracket,My Optimal Bracket,Raj arshi's Swag Bracket,Matt's Bracket,
initial   ,     1,     1,     1,     7,     1,     1,     1,     1,     2,     4,     1,    10,     1,     2,
Round 3 Game 1: Villanova defeats Miami (FL),     1,     1,     1,     7,     1,     1,     1,     1,     2,     4,     1,    10,     1,     2,
Round 3 Game 2: Oklahoma defeats Texas A&M,     3,     1,     1,     7,     2,     1,     1,     2,     2,     4,     1,    12,     1,     2,
Round 3 Game 3: Kansas defeats Maryland,     3,     1,     1,     7,     2,     1,     1,     2,     2,     4,     1,    13,     3,     2,
Round 3 Game 4: Oregon defeats Duke,     3,     1,     1,     7,     2,     1,     2,     2,     2,     4,     1,    13,     4,     2,

Worst Finish
,David's Dazzling Bracket,Don's Dribbling Problem,Dunk's SpaceX Bracket,Ellie's Exciting Bracket,One Ball Two Holes,Gregory's Groovy Bracket,JB's Majestic Bracket,My Swag Bracket,Terry's Great Trump Bracket,Jake's Trueskill + MCTS,Amit's Awesome Bracket,My Optimal Bracket,Raj arshi's Swag Bracket,Matt's Bracket,
initial   ,     9,     9,    14,    14,    11,     7,    14,    12,    11,    14,     6,    14,    12,    12,
Round 3 Game 1: Villanova defeats Miami (FL),     9,     9,    13,    14,    11,     6,    14,    12,    11,    14,     6,    14,    12,    12,
Round 3 Game 2: Oklahoma defeats Texas A&M,     9,     9,    13,    13,    11,     5,    14,    12,    10,    14,     5,    14,    12,    12,
Round 3 Game 3: Kansas defeats Maryland,     9,     9,    13,    13,    11,     5,    14,    12,    10,    14,     5,    14,    12,    12,
Round 3 Game 4: Oregon defeats Duke,     9,     9,    13,    13,    11,     5,    14,    11,    10,    14,     5,    14,    12,    12,

Min Score
,David's Dazzling Bracket,Don's Dribbling Problem,Dunk's SpaceX Bracket,Ellie's Exciting Bracket,One Ball Two Holes,Gregory's Groovy Bracket,JB's Majestic Bracket,My Swag Bracket,Terry's Great Trump Bracket,Jake's Trueskill + MCTS,Amit's Awesome Bracket,My Optimal Bracket,Raj arshi's Swag Bracket,Matt's Bracket,
initial   ,    70,    82,    50,    44,    71,    84,    50,    63,    54,    42,    86,    47,    73,    53,
Round 3 Game 1: Villanova defeats Miami (FL),    74,    86,    54,    48,    75,    88,    54,    63,    58,    46,    86,    47,    73,    57,
Round 3 Game 2: Oklahoma defeats Texas A&M,    74,    90,    58,    52,    75,    92,    58,    63,    62,    50,    90,    47,    77,    57,
Round 3 Game 3: Kansas defeats Maryland,    78,    94,    62,    56,    79,    96,    62,    67,    66,    54,    94,    47,    77,    61,
Round 3 Game 4: Oregon defeats Duke,    82,    98,    66,    60,    79,    96,    62,    71,    70,    58,    94,    51,    77,    65,

Max Score
,David's Dazzling Bracket,Don's Dribbling Problem,Dunk's SpaceX Bracket,Ellie's Exciting Bracket,One Ball Two Holes,Gregory's Groovy Bracket,JB's Majestic Bracket,My Swag Bracket,Terry's Great Trump Bracket,Jake's Trueskill + MCTS,Amit's Awesome Bracket,My Optimal Bracket,Raj arshi's Swag Bracket,Matt's Bracket,
initial   ,   140,   151,   112,   110,   161,   202,   146,   185,   168,   130,   206,    71,   137,   167,
Round 3 Game 1: Villanova defeats Miami (FL),   140,   151,   112,   110,   161,   202,   146,   179,   168,   130,   206,    71,   137,   167,
Round 3 Game 2: Oklahoma defeats Texas A&M,   122,   151,   112,   110,   143,   202,   146,   173,   168,   130,   206,    71,   137,   161,
Round 3 Game 3: Kansas defeats Maryland,   122,   151,   112,   110,   143,   202,   146,   173,   168,   130,   206,    71,   114,   161,
Round 3 Game 4: Oregon defeats Duke,   122,   151,   112,   110,   143,   194,   138,   173,   168,   130,   206,    71,   106,   161,
